ID1,SiteNo,SS_NoSpace,Spp,Curr,NewSuit,Flag,Suit2025,FailRisk2025,Suit2055,FailRisk2055,Suit2085,FailRisk2085,ID2,Lat,Long,Elev
IDFdk3_1,5065850,IDFdk3/08,At,3,3,S,2,Normal,2,Normal,3,Normal,,51.527,-121.8018,
IDFdk3_1,5065850,IDFdk3/08,Ep,3,3,S,2,Normal,2,Normal,3,Increased,,51.527,-121.8018,
IDFdk3_1,5065850,IDFdk3/08,Fd,1,1,S,1,Normal,2,Normal,2,Normal,,51.527,-121.8018,
IDFdk3_1,5065850,IDFdk3/08,Pl,2,2,S,3,Normal,2,Increased,3,High,,51.527,-121.8018,
IDFdk3_1,5065850,IDFdk3/08,Sx,1,1,S,2,Normal,2,Increased,3,Increased,,51.527,-121.8018,
IDFdk3_1,5065850,IDFdk3/09,Ac,3,3,S,2,Normal,3,Normal,3,Increased,,51.527,-121.8018,
IDFdk3_1,5065850,IDFdk3/09,Pl,2,2,S,3,Normal,3,Increased,3,High,,51.527,-121.8018,
IDFdk3_1,5065850,IDFdk3/09,Sx,1,1,S,1,Normal,2,Normal,2,Normal,,51.527,-121.8018,
IDFdk3_1,5095973,IDFdk3/01,At,1,2,D1,3,Increased,3,Increased,3,Increased,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/01,Fd,2,2,S,2,Normal,1,Normal,2,Normal,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/01,Pl,1,3,D2,3,High,3,High,3,High,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/01,Py,4,3,A3,2,Increased,2,Increased,2,Increased,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/01,Sx,3,X,Removing,X,High,3,High,3,High,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/02,Fd,2,2,S,2,Normal,2,Increased,3,Increased,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/02,Pl,2,3,D1,X,High,X,High,X,High,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/02,Py,4,3,A3,2,Increased,2,Increased,3,High,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/03,Fd,2,2,S,2,Normal,2,Increased,3,Increased,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/03,Pl,2,3,D1,X,High,X,High,X,High,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/03,Py,4,3,A3,2,Increased,2,Increased,3,Increased,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/04,At,3,3,S,X,High,X,High,X,High,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/04,Fd,2,2,S,2,Normal,2,Normal,2,Increased,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/04,Pl,2,3,D1,X,High,X,High,3,High,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/04,Py,4,3,A3,2,Increased,2,Normal,2,Increased,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/05,At,3,X,Removing,X,High,X,High,X,High,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/05,Fd,2,3,D1,X,High,X,High,X,High,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/05,Pl,1,3,D2,X,High,X,High,X,High,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/06,At,3,3,S,3,Increased,3,Increased,3,High,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/06,Fd,2,2,S,2,Normal,2,Normal,2,Normal,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/06,Pl,1,3,D2,3,High,3,High,3,High,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/06,Py,4,3,A3,2,Increased,1,Normal,2,Increased,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/07,At,3,3,S,3,Normal,3,Normal,3,Increased,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/07,Ep,3,3,S,3,Increased,3,Increased,3,High,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/07,Fd,1,2,D1,2,Normal,1,Normal,1,Normal,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/07,Pl,1,3,D2,3,High,3,High,3,High,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/07,Sx,2,3,D1,3,Increased,3,Increased,3,Increased,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/08,Ac,3,3,S,3,Increased,3,Increased,X,High,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/08,At,3,3,S,3,Normal,3,Normal,3,Normal,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/08,Ep,3,3,S,3,Increased,3,Increased,3,Increased,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/08,Fd,1,1,S,1,Normal,1,Normal,1,Normal,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/08,Pl,2,3,D1,3,Increased,3,Increased,3,High,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/08,Sx,1,2,D1,2,Increased,2,Increased,2,Increased,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/09,Ac,3,3,S,3,Normal,3,Increased,3,Increased,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/09,At,4,3,A3,3,Increased,3,Increased,3,High,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/09,Fd,4,3,A3,2,Increased,2,Increased,3,High,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/09,Pl,2,3,D1,3,Increased,3,High,3,High,,51.3295,-121.6128,
IDFdk3_1,5095973,IDFdk3/09,Sx,1,2,D1,2,Normal,2,Increased,2,Increased,,51.3295,-121.6128,
IDFxm_1,5186533,SBPSmk/01,At,2,2,S,2,Normal,2,Normal,3,Increased,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/01,Bl,4,3,A3,3,Increased,X,High,X,High,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/01,Cw,4,3,A3,2,Increased,2,Normal,2,Increased,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/01,Ep,4,3,A3,2,Normal,2,Normal,3,Increased,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/01,Fd,2,2,S,2,Normal,1,Normal,1,Normal,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/01,Pl,1,1,S,1,Normal,2,Normal,3,Increased,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/01,Sx,2,2,S,2,Normal,3,Increased,3,High,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/02,At,4,3,A3,3,Increased,X,High,X,High,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/02,Fd,2,2,S,2,Normal,1,Normal,2,Normal,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/02,Pl,2,2,S,2,Normal,3,Increased,3,Normal,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/02,Sx,3,X,Removing,X,High,X,High,X,High,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/03,At,2,3,D1,3,Increased,3,High,3,High,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/03,Fd,2,2,S,2,Normal,1,Normal,1,Normal,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/03,Pl,1,2,D1,2,Normal,3,Normal,3,Increased,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/04,At,3,3,S,3,Normal,3,Increased,3,Increased,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/04,Ep,4,3,A3,3,Normal,3,Normal,3,Increased,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/04,Fd,2,2,S,2,Normal,1,Normal,1,Normal,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/04,Pl,1,1,S,2,Normal,2,Normal,2,Increased,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/04,Sb,3,X,Removing,,,,,,,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/04,Sx,2,3,D1,3,Increased,3,Increased,X,High,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/05,At,3,3,S,X,High,X,High,X,High,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/05,Fd,2,2,S,X,High,X,High,X,High,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/05,Pl,1,2,D1,X,High,X,High,X,High,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/05,Sx,2,2,S,X,High,X,High,X,High,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/06,Ac,3,3,S,3,Increased,3,Normal,3,Increased,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/06,At,3,2,I1,2,Normal,2,Normal,3,Increased,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/06,Bl,4,3,A3,3,Normal,3,Normal,X,High,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/06,Cw,4,3,A3,2,Increased,1,Normal,2,Increased,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/06,Ep,4,3,A3,2,Normal,2,Normal,3,Increased,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/06,Fd,4,2,A2,2,Normal,2,Normal,2,Normal,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/06,Pl,1,1,S,2,Normal,2,Increased,3,High,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/06,Sx,1,1,S,1,Normal,2,Normal,3,Normal,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/07,Ac,3,3,S,3,Normal,2,Normal,2,Normal,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/07,At,3,3,S,3,Increased,3,Increased,3,Increased,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/07,Bl,2,2,S,3,Normal,3,Normal,X,High,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/07,Cw,4,3,A3,2,Increased,2,Normal,2,Increased,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/07,Pl,2,3,D1,3,Increased,X,High,3,High,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/07,Sx,1,1,S,1,Normal,1,Normal,2,Increased,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/08,Pl,2,3,D1,3,High,X,High,,,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/08,Sb,3,X,Removing,X,High,,,,,,51.6488,-122.2537,
IDFxm_1,5186533,SBPSmk/08,Sx,2,3,D1,3,Normal,3,High,3,High,,51.6488,-122.2537,
SBPSmk_1,5225436,IDFdk3/01,At,1,2,D1,3,Increased,3,Increased,3,Increased,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/01,Fd,2,2,S,1,Normal,2,Normal,2,Increased,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/01,Pl,1,3,D2,X,High,X,High,X,High,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/01,Py,4,3,A3,2,Increased,2,Increased,2,Increased,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/01,Sx,3,X,Removing,X,High,3,High,X,High,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/02,Fd,2,2,S,2,Normal,2,Increased,3,Increased,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/02,Pl,2,3,D1,X,High,X,High,,,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/02,Py,4,3,A3,2,Normal,2,Increased,3,High,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/03,Fd,2,2,S,2,Normal,2,Increased,3,Increased,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/03,Pl,2,3,D1,X,High,X,High,,,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/03,Py,4,3,A3,2,Normal,2,Increased,2,Increased,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/04,At,3,3,S,X,High,X,High,X,High,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/04,Fd,2,2,S,3,Normal,2,Increased,3,Increased,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/04,Pl,2,3,D1,X,High,X,High,,,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/04,Py,4,3,A3,2,Normal,2,Increased,2,Increased,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/05,At,3,X,Removing,X,High,X,High,,,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/05,Fd,2,3,D1,X,High,X,High,,,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/05,Pl,1,3,D2,X,High,X,High,,,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/06,At,3,3,S,X,High,3,High,X,High,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/06,Fd,2,2,S,2,Normal,2,Normal,2,Increased,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/06,Pl,1,3,D2,X,High,X,High,X,High,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/06,Py,4,3,A3,2,Normal,2,Increased,2,Increased,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/07,At,3,3,S,3,Normal,3,Normal,3,Increased,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/07,Ep,3,3,S,3,High,3,Increased,3,High,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/07,Fd,1,2,D1,1,Normal,2,Normal,2,Normal,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/07,Pl,1,3,D2,3,High,3,High,X,High,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/07,Py,4,3,A3,2,Increased,2,Increased,2,Normal,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/07,Sx,2,3,D1,3,High,3,Increased,3,High,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/08,Ac,3,3,S,X,High,3,Increased,X,High,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/08,At,3,3,S,3,Normal,3,Normal,3,Increased,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/08,Ep,3,3,S,3,Increased,3,Increased,3,High,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/08,Fd,1,1,S,1,Normal,1,Normal,2,Normal,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/08,Pl,2,3,D1,3,High,3,High,X,High,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/08,Py,4,3,A3,2,Increased,2,Increased,2,Normal,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/08,Sx,1,2,D1,3,Increased,2,Increased,3,High,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/09,Ac,3,3,S,3,Normal,3,Increased,3,Increased,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/09,At,4,3,A3,2,Normal,3,Increased,3,High,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/09,Ep,4,3,A3,2,Normal,3,Increased,3,High,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/09,Fd,4,3,A3,2,Increased,3,Increased,3,Increased,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/09,Pl,2,3,D1,3,High,3,High,X,High,,52.1203,-121.5956,
SBPSmk_1,5225436,IDFdk3/09,Sx,1,2,D1,2,Normal,2,Increased,3,Increased,,52.1203,-121.5956,
