"index","GCM","SSP","RUN","PERIOD","BAFAun","CDFmm","CMAun","CMAunp","CWHdm","CWHdm_WA","CWHds1","CWHds2","CWHmm1","CWHmm2","CWHms1","CWHms2","CWHvm_WA","CWHvm1","CWHvm2","CWHwm","CWHws1","CWHws2","CWHxm1","CWHxm2","ESSFdv1","ESSFdv2","ESSFdvp","ESSFdvw","ESSFmc","ESSFmk","ESSFmkw","ESSFmw","ESSFmw2","ESSFmwp","ESSFmww","ESSFxv1","ESSFxvp","IDFdc","IDFww","IMAun","IMAunp","MHmm_WA","MHmm1","MHmm2","MHmmp","MSdc1","MSdv","CDFmm_WA","CMAun_WA","CRFdh_CA","CWHmh_OR","CWHvh_WA","CWHwh_WA","CWHxm_WA","ESSFdc2","ESSFdh2","ESSFmw1","MSdm2","BAFAunp","ESSFmw_WA","IMAun_WA","CWHdm_OR","CWHms_WA","ESSFdh1","IDFdk2","MHms_WA","MSdh_UT","ESSFdh_WA","ICHvk1","ESSFwv","ESSFwvp","ICHmw1","ICHwk1","MSdc3","ICHmw2","ESSFmcp","ESSFmcw","ESSFwvw","ICHmc2","ESSFmh","ESSFvcw","ESSFwcw","CMXwm_OR","IGFdk_WA","ESSFmkp","ESSFvc","ESSFwc2","ESSFwh1","ICHmw3","ESSFdc1","ESSFwc4","CWFmm_OR","CWHds_WA","ICHdw_ID","ICHdw1","CWHvm_OR","SWBvks","ESSFwcp","CMXdm_OR","CDFmm_OR","ESSFvh_ID","ESSFwm_MT","GOun_CO","ICHdh_ID","ICHvk_ID","IDFdkx_MT","IDFxh_ID","IGFdw_OR","IGFmm_OR","MSxh_OR","CWHvh1","CWHvh2","ESSFwh3","ESSFwm3","ICHmw4","ICHxw"
110,"MIROC6","ssp245","ensembleMean","2061_2080",70,NA,23,12064,1975,7142,1059,65,1,123,2197,410,11053,7231,6357,NA,25,542,46,111,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,182,1,NA,1510,8024,4202,NA,NA,NA,NA,30,464,9116,132,1918,5971,NA,NA,5,NA,NA,NA,NA,32,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,"MIROC6","ssp245","r1i1p1f1","2061_2080",59,NA,411,12062,1989,5981,909,110,NA,12,1571,364,9744,9415,7019,NA,34,914,27,23,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,NA,NA,NA,86,NA,NA,1570,8611,3302,291,NA,NA,NA,10,314,9948,270,1628,5351,NA,NA,NA,NA,NA,NA,NA,3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,511,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"MIROC6","ssp245","r2i1p1f1","2061_2080",154,NA,25,10516,963,10754,1445,64,33,209,2375,253,15773,3875,3138,NA,6,640,39,277,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,273,22,NA,3249,5846,5415,NA,NA,NA,NA,401,522,6594,5,1168,7270,NA,NA,12,NA,NA,18,NA,364,40,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,"MPI-ESM1-2-HR","ssp245","ensembleMean","2061_2080",324,NA,35,10266,1166,12700,1308,40,NA,1,2346,63,16734,2341,2434,NA,8,790,32,16,NA,NA,NA,NA,NA,NA,NA,NA,188,2,30,NA,NA,NA,263,24,4,5456,4598,4746,93,NA,NA,NA,605,NA,6068,NA,224,8904,NA,NA,75,NA,NA,NA,NA,9,18,NA,NA,2,NA,NA,NA,NA,NA,NA,14,NA,12,NA,NA,NA,NA,NA,NA,NA,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,"MPI-ESM1-2-HR","ssp245","r1i1p1f1","2061_2080",441,NA,25,9340,754,13307,1268,1,10,35,2632,18,18257,994,843,NA,NA,279,32,45,NA,NA,NA,NA,NA,NA,NA,NA,171,14,111,NA,NA,NA,432,15,NA,6576,3572,4335,NA,NA,NA,NA,2294,433,6662,NA,368,7145,NA,NA,171,NA,30,38,27,349,33,1,NA,16,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1477,1,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,"MPI-ESM1-2-HR","ssp245","r2i1p1f1","2061_2080",205,NA,167,10390,2128,10928,1183,145,NA,NA,2003,163,13363,5463,5305,25,34,1276,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,1,1,NA,NA,NA,122,5,1,3327,5703,4630,351,NA,NA,NA,46,NA,6152,2,131,8688,NA,NA,36,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,96,NA,NA,NA,NA,NA,NA,NA,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"MRI-ESM2-0","ssp245","ensembleMean","2061_2080",3,NA,754,7796,6192,2098,834,106,NA,NA,786,47,2758,20721,11884,82,408,1549,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,47,NA,1,110,6810,3211,871,NA,NA,NA,NA,65,7272,114,79,6757,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,237,NA,NA,NA,1,NA,NA,NA,655,NA,NA,NA,NA,3,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,"MRI-ESM2-0","ssp245","r1i1p1f1","2061_2080",3,NA,754,7796,6192,2098,834,106,NA,NA,786,47,2758,20721,11884,82,408,1549,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,47,NA,1,110,6810,3211,871,NA,NA,NA,NA,65,7272,114,79,6757,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,237,NA,NA,NA,1,NA,NA,NA,655,NA,NA,NA,NA,3,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,"ensembleMean","ssp245","ensembleMean","2061_2080",16,2,56,9037,4000,6360,1207,94,NA,NA,2709,262,8033,11210,10039,2,37,569,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,1,22,NA,NA,NA,162,NA,1,354,6709,3976,218,NA,NA,NA,1,143,8134,78,467,7766,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,115,NA,NA,NA,NA,NA,NA,NA,581,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,"ACCESS-ESM1-5","ssp245","ensembleMean","2081_2100",6,NA,15,333,NA,18739,1414,NA,NA,NA,3525,NA,19300,NA,169,NA,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,11,3,1,NA,979,NA,NA,3806,752,3848,NA,NA,NA,NA,1754,11554,994,NA,7,3692,NA,NA,298,NA,4,28,78,431,139,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10206,38,9,NA,NA,NA,NA,NA,NA,10,73,NA,NA,NA,NA,NA,29,NA,NA,NA,2,NA,NA,NA,NA,4,1,18,NA,NA,NA,NA,NA,NA
120,"ACCESS-ESM1-5","ssp245","r10i1p1f1","2081_2100",9,NA,10,150,NA,18947,1107,NA,NA,NA,3024,NA,18253,NA,40,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,27,2,2,NA,1083,NA,NA,4796,302,2091,NA,NA,NA,NA,3503,11536,516,NA,1,4252,NA,NA,435,NA,11,155,287,590,253,2,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10678,82,5,NA,NA,NA,NA,NA,NA,14,65,5,NA,29,NA,NA,33,7,NA,1,5,NA,NA,1,NA,4,11,48,NA,NA,NA,NA,NA,NA
121,"ACCESS-ESM1-5","ssp245","r1i1p1f1","2081_2100",7,NA,10,553,NA,17798,1321,NA,NA,NA,4209,NA,19747,NA,472,NA,NA,156,7,10,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,74,4,1,NA,1113,NA,NA,2817,1105,4689,NA,NA,NA,NA,1106,11458,1657,NA,23,2746,NA,NA,384,NA,3,13,56,1139,143,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9511,85,6,NA,NA,NA,NA,NA,NA,9,46,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8,NA,NA,NA,NA,NA,NA
122,"ACCESS-ESM1-5","ssp245","r2i1p1f1","2081_2100",11,NA,23,1448,190,14655,2463,NA,NA,NA,4334,88,14835,4476,6258,NA,72,914,53,328,NA,NA,NA,NA,NA,NA,NA,NA,247,NA,28,NA,NA,NA,574,NA,NA,170,1702,5275,23,NA,NA,NA,NA,9964,4589,NA,351,2431,NA,NA,87,NA,NA,NA,NA,609,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,6322,NA,5,NA,NA,1,NA,NA,NA,2,8,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,"CNRM-ESM2-1","ssp245","ensembleMean","2081_2100",NA,6,9,8420,3121,5977,1198,19,NA,NA,3185,78,7067,12303,10278,NA,NA,31,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,70,NA,NA,NA,264,NA,NA,110,7262,3488,NA,NA,NA,NA,NA,614,10301,266,807,6302,NA,NA,37,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,1159,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,"CNRM-ESM2-1","ssp245","r1i1p1f2","2081_2100",1,15,26,7425,3346,5586,1329,79,NA,NA,3002,311,5884,13244,10863,NA,92,202,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,12,NA,NA,NA,164,NA,1,51,6554,4052,9,NA,NA,NA,NA,1247,10499,257,1301,5704,NA,NA,11,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,103,NA,NA,NA,NA,NA,NA,NA,1028,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,"CNRM-ESM2-1","ssp245","r2i1p1f2","2081_2100",NA,NA,2,8644,1558,8285,982,NA,NA,18,3057,1,13332,5633,6768,NA,NA,NA,33,1,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,75,NA,NA,NA,496,NA,NA,751,7374,3304,NA,NA,NA,NA,9,1761,11570,188,1967,4941,NA,NA,62,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1628,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,"CNRM-ESM2-1","ssp245","r3i1p1f2","2081_2100",2,18,30,8643,7278,1073,1221,94,NA,NA,2644,48,561,19961,12227,NA,170,320,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,NA,24,NA,NA,NA,99,NA,1,NA,7162,3978,22,NA,NA,NA,NA,346,8191,730,238,6309,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,152,NA,NA,NA,NA,NA,NA,NA,694,NA,NA,NA,7,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,"EC-Earth3","ssp245","ensembleMean","2081_2100",NA,NA,26,5669,2643,2856,1101,42,NA,1,2941,7,2727,20832,10639,NA,20,12,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,1,NA,NA,NA,189,NA,NA,7,7517,2279,4,NA,NA,NA,NA,1375,11241,1127,1330,5236,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,NA,NA,NA,NA,NA,NA,NA,2243,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,"EC-Earth3","ssp245","r15i1p1f1","2081_2100",NA,NA,48,5527,1952,3097,1096,104,NA,1,2921,22,5818,18061,9524,NA,41,8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,146,NA,NA,64,7660,2131,32,NA,NA,NA,NA,1555,11324,1320,2220,5051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,NA,NA,NA,NA,NA,NA,NA,2469,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,"EC-Earth3","ssp245","r1i1p1f1","2081_2100",1,NA,44,6379,1659,3252,1101,1,NA,10,2891,4,6470,16226,10075,NA,2,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,3,NA,NA,NA,258,NA,NA,7,7916,2370,2,NA,NA,NA,NA,1557,11911,1232,2408,3830,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,2762,NA,NA,NA,NA,NA,15,NA,NA,4,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,"EC-Earth3","ssp245","r4i1p1f1","2081_2100",NA,NA,3,5170,1383,9473,855,4,NA,NA,2601,NA,14963,9198,8277,NA,NA,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,118,NA,NA,NA,202,NA,NA,292,6296,2408,5,NA,NA,NA,NA,655,7645,44,307,8037,NA,NA,144,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,NA,NA,NA,NA,NA,NA,NA,3222,NA,NA,NA,NA,16,NA,NA,11,NA,NA,NA,624,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,84,6
131,"GFDL-ESM4","ssp245","ensembleMean","2081_2100",25,2,226,11139,1558,5132,932,232,NA,25,1539,524,9379,9940,5947,13,2,977,62,185,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,99,NA,NA,1698,7711,3314,306,NA,NA,NA,212,821,12368,382,2026,5104,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"GFDL-ESM4","ssp245","r1i1p1f1","2081_2100",15,7,473,9946,2531,1508,973,247,NA,6,1221,925,2095,17684,9482,37,55,1203,67,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,98,8729,3357,490,NA,NA,NA,NA,1337,12768,1482,1351,3593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,"GFDL-ESM4","ssp245","r2i1p1f1","2081_2100",48,3,27,10894,494,10262,853,42,16,141,2021,58,16247,1646,1270,NA,NA,397,85,241,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,374,NA,NA,6186,4214,3056,37,NA,NA,NA,2465,1093,10243,25,2565,6080,NA,NA,7,NA,1,17,4,116,29,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1259,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,"GFDL-ESM4","ssp245","r3i1p1f1","2081_2100",16,1,715,9714,1449,4056,827,341,NA,1,1079,446,8606,13001,5599,61,NA,1530,40,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,2141,7834,3195,692,NA,NA,NA,196,230,12253,594,1531,5452,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,"GISS-E2-1-G","ssp245","ensembleMean","2081_2100",16,NA,337,7543,4221,2645,1269,311,NA,NA,1282,431,3379,19229,10720,32,160,1732,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,164,6560,4387,374,NA,NA,NA,NA,116,9002,593,406,6867,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,26,NA,NA,NA,NA,NA,NA,NA,609,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,"GISS-E2-1-G","ssp245","r1i1p3f1","2081_2100",33,1,144,6475,2408,4403,1293,197,NA,NA,2129,279,8042,15440,9054,9,32,1231,23,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,207,NA,NA,490,6007,4252,201,NA,NA,NA,NA,191,10600,414,549,7080,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,30,NA,NA,NA,NA,NA,NA,NA,1324,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,"GISS-E2-1-G","ssp245","r2i1p3f1","2081_2100",17,6,1822,4542,9249,38,1124,187,NA,NA,134,502,36,25704,11106,504,566,2725,97,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,6108,3706,2354,NA,NA,NA,NA,57,4057,1503,30,6076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,29,NA,NA,NA,3,NA,NA,NA,69,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,"GISS-E2-1-G","ssp245","r3i1p3f1","2081_2100",51,NA,169,7522,3364,3524,1276,308,NA,3,1797,402,6202,16905,9231,9,72,1393,32,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,NA,NA,694,5962,5021,169,NA,NA,NA,2,397,9985,440,759,5837,NA,NA,NA,NA,NA,NA,NA,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,813,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,"MIROC6","ssp245","ensembleMean","2081_2100",24,NA,15,8244,865,8035,1292,44,28,412,2342,258,11833,7231,3914,NA,8,443,67,1096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384,3,NA,1795,6908,4854,NA,NA,NA,NA,415,2714,9357,65,2812,4978,NA,NA,3,NA,NA,NA,NA,317,38,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1751,NA,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"MIROC6","ssp245","r1i1p1f1","2081_2100",136,NA,19,4390,32,13794,1303,139,42,8,2119,298,19733,753,291,NA,1,1127,79,1601,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,340,NA,NA,5432,2014,6929,9,NA,NA,NA,2039,2216,3832,NA,758,8287,NA,NA,NA,NA,105,82,3,1660,129,NA,NA,37,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2781,18,1,NA,NA,NA,NA,NA,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,"MIROC6","ssp245","r2i1p1f1","2081_2100",13,37,14,9354,2715,1714,1295,30,2,182,2367,707,2486,16041,9290,NA,132,213,74,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,NA,NA,45,7970,4215,2,NA,NA,NA,NA,3392,12206,1316,2732,2788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,836,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,"MPI-ESM1-2-HR","ssp245","ensembleMean","2081_2100",247,12,54,9348,8071,4700,1703,14,NA,11,3034,226,2385,12310,11671,NA,458,1225,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,NA,NA,NA,NA,NA,236,NA,NA,44,4846,5964,498,NA,NA,NA,NA,689,5860,1,140,8085,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,15,NA,NA,NA,1,NA,NA,NA,217,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,"MPI-ESM1-2-HR","ssp245","r1i1p1f1","2081_2100",528,47,145,8422,6011,7994,2518,NA,15,177,4205,147,6594,7795,8855,NA,393,1741,45,40,NA,NA,NA,1,NA,NA,1,NA,154,NA,NA,NA,NA,NA,352,NA,NA,345,3320,8209,711,NA,NA,NA,NA,594,3689,NA,137,9013,NA,NA,54,6,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,"MPI-ESM1-2-HR","ssp245","r2i1p1f1","2081_2100",57,12,19,9750,8940,1600,1332,40,NA,1,2371,309,1161,15731,11867,NA,501,955,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,329,NA,NA,NA,NA,NA,152,NA,1,13,6157,4337,315,NA,NA,NA,NA,631,7975,100,199,7174,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,39,NA,NA,NA,NA,NA,NA,NA,361,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,"MRI-ESM2-0","ssp245","ensembleMean","2081_2100",NA,NA,309,7143,2124,4088,866,43,NA,NA,2021,34,5844,18512,9939,17,225,337,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,89,NA,NA,229,7247,2527,388,NA,NA,NA,NA,327,11361,185,522,5286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,2513,NA,NA,NA,NA,NA,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,"MRI-ESM2-0","ssp245","r1i1p1f1","2081_2100",NA,NA,309,7143,2124,4088,866,43,NA,NA,2021,34,5844,18512,9939,17,225,337,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,89,NA,NA,229,7247,2527,388,NA,NA,NA,NA,327,11361,185,522,5286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,2513,NA,NA,NA,NA,NA,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,"ensembleMean","ssp245","ensembleMean","2081_2100",8,3,21,6813,2581,7831,1452,41,NA,NA,3018,309,10254,9833,8710,NA,44,427,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,29,NA,NA,NA,280,NA,2,463,5870,4258,115,NA,NA,NA,NA,1097,9464,59,937,6909,NA,NA,26,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,72,NA,NA,NA,NA,NA,NA,NA,1491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
